TIMESTAMP,RECORD,AirTempC_Avg,AirTempC_Max,AirTempC_Min,RelHum_Avg,RelHum_Max,RelHum_Min,WindSpd_ms_Max,Wind_Speed_AVG,Wind_Dir_Avg,SlrRad_W_Avg,SlrRad_W_Max,Rain_mm_Tot,DewPntC_Max,DewPntC_Min,WindChilC_Max,WindChilC_Min,HeatIndxC_Max,HeatIndxC_Min,ETrs_mm_Total,Rso
6/13/2021 0:00,109805,14.54,14.74,14.37,95.3,95.5,95,1.4,0.01,278.2,0,0,0,13.99,13.64,14.74,14.37,14.74,14.37,-0.029,0
6/13/2021 1:00,109806,14.41,14.57,14.27,95.4,95.5,95.2,0.001,0.001,278.1,0,0,0,13.85,13.56,14.57,14.27,14.57,14.27,-0.029,0
6/13/2021 2:00,109807,14.34,14.47,14.21,95.6,95.9,95.4,0.001,0.001,278.1,0,0,0,13.82,13.52,14.47,14.21,14.47,14.21,-0.029,0
6/13/2021 3:00,109808,14.32,14.49,14.2,95.8,96,95.5,0.001,0.001,278,0,0,0.254,13.85,13.53,14.49,14.2,14.49,14.2,-0.029,0
6/13/2021 4:00,109809,14.39,14.55,14.23,95.6,96,95.4,4.276,0.287,277.4,0,0,0,13.9,13.52,14.55,14.23,14.55,14.23,-0.025,0
6/13/2021 5:00,109810,14.28,14.4,14.15,95.5,95.6,95.4,0.001,0.001,277.3,2.279,7.506,0,13.71,13.45,14.4,14.15,14.4,14.15,283.6,0.108
6/13/2021 6:00,109811,14.2,14.33,14.04,95.5,95.7,95.3,0.001,0.001,277.3,11.15,29.01,0.254,13.64,13.35,14.33,14.04,14.33,14.04,1385,0.629
6/13/2021 7:00,109812,14.01,14.23,13.79,95.4,95.6,95.2,0.001,0.001,277.5,30.49,69.99,0.254,13.55,13.06,14.23,13.79,14.23,13.79,3772,1.211
6/13/2021 8:00,109813,13.96,14.13,13.76,95,95.4,94.4,0.001,0.001,277.3,82.5,140.8,0,13.34,12.98,14.13,13.76,14.13,13.76,7999,1.781
6/13/2021 9:00,109814,14,14.21,13.82,94.5,94.9,94.1,0.92,0.016,277.2,84.5,153.2,0,13.37,12.95,14.21,13.82,14.21,13.82,7999,2.3
6/13/2021 10:00,109815,14.29,14.6,14.08,93.6,94.3,92.5,0.001,0.001,277.6,162.4,236.7,0,13.54,13.08,14.6,14.08,14.6,14.08,7999,2.733
6/13/2021 11:00,109816,14.79,15.29,14.35,90.8,93.2,87.9,0.001,0.001,278.5,292.4,619,0,13.68,12.95,15.29,14.35,15.29,14.35,7999,3.05
6/13/2021 12:00,109817,15.17,15.37,14.97,89.8,91.5,87.7,2.359,0.069,278.7,240,356.9,0,13.89,13.07,15.37,14.97,15.37,14.97,7999,3.23
6/13/2021 13:00,109818,15.07,15.27,14.9,91.5,92.6,90.3,2.838,0.224,278.3,165.4,279,0.254,13.92,13.43,15.27,14.9,15.27,14.9,7999,3.259
6/13/2021 14:00,109819,14.81,15.14,14.6,92.2,92.9,91.6,0.001,0.001,277.7,106.3,146.3,0.254,13.96,13.33,15.14,14.6,15.14,14.6,7999,3.137
6/13/2021 15:00,109820,14.78,14.96,14.6,93.3,93.9,92.5,0.001,0.001,277.4,71.12,96,0.254,13.88,13.57,14.96,14.6,14.96,14.6,7999,2.872
6/13/2021 16:00,109821,14.88,15.13,14.6,93.9,94.3,93.5,0.001,0.001,277.3,100.7,127.2,0.254,14.19,13.63,15.13,14.6,15.13,14.6,7999,2.481
6/13/2021 17:00,109822,15.21,15.35,15.06,93.9,94.3,93.5,0.001,0.001,277.3,87.7,149.9,0,14.37,14.09,15.35,15.06,15.35,15.06,7999,1.992
6/13/2021 18:00,109823,15.52,15.94,15.16,94,94.5,93.3,1.4,0.033,277.4,120.2,263.5,0,14.98,14.2,15.94,15.16,15.94,15.16,7999,1.437
6/13/2021 19:00,109824,15.75,15.94,15.56,93.5,93.9,93.2,1.879,0.069,277.5,68.38,93.3,0,14.91,14.53,15.94,15.56,15.94,15.56,7999,0.855
6/13/2021 20:00,109825,15.68,15.83,15.45,94.1,94.6,93.6,0.001,0.001,277.3,26.92,49.91,0,14.91,14.57,15.83,15.45,15.83,15.45,3452,0.285
6/13/2021 21:00,109826,15.37,15.62,14.99,94.9,95.3,94.5,0.001,0.001,277.3,1.115,4.058,0,14.8,14.2,15.62,14.99,15.62,14.99,78.86,0
6/13/2021 22:00,109827,14.86,15.16,14.55,94.6,95.1,94.3,0.001,0.001,277.3,0,0,0,14.37,13.71,15.16,14.55,15.16,14.55,-0.029,0
6/13/2021 23:00,109828,14.32,14.67,14.11,95,95.2,94.6,0.001,0.001,277.5,0,0,0,13.84,13.35,14.67,14.11,14.67,14.11,-0.029,0
6/14/2021 0:00,109829,14.17,14.3,14.01,95,95.2,94.8,0.001,0.001,277.4,0,0,0,13.53,13.21,14.3,14.01,14.3,14.01,-0.029,0
6/14/2021 1:00,109830,14.04,14.2,13.88,94.9,95.2,94.7,0.001,0.001,277.3,0,0,0,13.39,13.1,14.2,13.88,14.2,13.88,-0.029,0
6/14/2021 2:00,109831,13.83,13.99,13.69,94,95.2,92.4,2.998,0.15,277.6,0,0,0,13.24,12.55,13.99,13.69,13.99,13.69,-0.027,0
6/14/2021 3:00,109832,13.74,13.96,13.49,92.6,93.8,91.9,0.001,0.001,277.9,0,0,0,12.72,12.47,13.96,13.49,13.96,13.49,-0.029,0
6/14/2021 4:00,109833,13.5,13.64,13.35,94.4,94.9,93.7,0.001,0.001,277.9,0,0.203,0,12.75,12.44,13.64,13.35,13.64,13.35,-0.01,0
6/14/2021 5:00,109834,13.38,13.5,13.27,94.7,95,94.4,0.001,0.001,277.8,4.158,16.84,0,12.71,12.44,13.5,13.27,13.5,13.27,507.1,0.108
6/14/2021 6:00,109835,13.41,13.55,13.25,93.7,94.5,93.1,0.001,0.001,277.9,20.51,40.78,0,12.66,12.18,13.55,13.25,13.55,13.25,2503,0.629
6/14/2021 7:00,109836,13.23,13.52,13.06,92.3,93.3,91.2,0.001,0.001,278.4,85.1,186.9,0,12.29,11.83,13.52,13.06,13.52,13.06,7999,1.211
6/14/2021 8:00,109837,13.6,13.82,13.39,89.9,91.2,89.2,0.001,0.001,279,128.5,199.8,0,12.19,11.8,13.82,13.39,13.82,13.39,7999,1.781
6/14/2021 9:00,109838,14.22,14.53,13.6,87.5,90.8,84.5,0.001,0.001,279.1,284.3,673.3,0,12.64,11.71,14.53,13.6,14.53,13.6,7999,2.3
6/14/2021 10:00,109839,14.85,15.58,14.33,84.8,86.2,82.7,0.001,0.001,279.3,174.7,260.3,0,13.09,11.83,15.58,14.33,15.58,14.33,7999,2.733
6/14/2021 11:00,109840,16.21,17.05,15.41,79.43,84.8,74.43,0.001,0.001,279.3,437.4,1152,0,13.47,11.96,17.05,15.41,17.05,15.41,7999,3.05
6/14/2021 12:00,109841,16.85,17.23,16.03,77.39,83.2,74.56,2.678,0.316,280.5,344,810,0,13.37,12.46,17.23,16.03,17.23,16.03,7999,3.23
6/14/2021 13:00,109842,16.78,17.88,16.03,78.5,83.9,71.11,2.998,0.137,280.7,425.2,1381,0,13.75,12.41,17.88,16.03,17.88,16.03,7999,3.26
6/14/2021 14:00,109843,17.55,17.86,17.25,73.46,77.34,70.05,2.998,0.055,280.8,339.7,704.5,0,13.58,12.18,17.86,17.25,17.86,17.25,7999,3.139
6/14/2021 15:00,109844,18.09,18.57,17.61,74.52,78.07,70.69,0.441,0.002,281,446.1,871,0,14.13,12.97,18.57,17.61,18.57,17.61,7999,2.874
6/14/2021 16:00,109845,19.35,20.48,18.4,69.13,74.88,63.41,0.001,0.001,281,452.6,942,0,14.48,13.1,20.48,18.4,20.48,18.4,7999,2.484
6/14/2021 17:00,109846,18.77,20.07,17.62,74.19,81.8,63.93,0.001,0.001,279.9,184.2,686.2,0,15.33,12.83,20.07,17.62,20.07,17.62,7999,1.995
6/14/2021 18:00,109847,16.18,17.66,15.6,87.9,91.3,79.28,0.761,0.004,279.8,132.3,423.2,0,14.8,13.65,17.66,15.6,17.66,15.6,7999,1.441
6/14/2021 19:00,109848,15.84,16.33,15.36,90.1,92.3,88.1,0.001,0.001,279.8,61.85,100.8,0,14.8,14.04,16.33,15.36,16.33,15.36,7958,0.859
6/14/2021 20:00,109849,15.32,15.64,14.54,85.3,92.7,69.99,3.317,0.031,279.8,34,88.7,0,14.43,10,15.64,14.54,15.64,14.54,4316,0.289
6/14/2021 21:00,109850,12.99,14.6,12,88.6,93.1,76.61,0.001,0.001,279.9,2.027,9.13,0,11.5,10.38,14.6,12,14.6,12,136,0
6/14/2021 22:00,109851,11.72,12.07,11.24,93.5,94.1,92.8,0.001,0.001,279.6,0,0,0,11.02,10.25,12.07,11.24,12.07,11.24,-0.029,0
6/14/2021 23:00,109852,10.69,11.33,10.11,94.4,95.1,93.6,0.001,0.001,279.5,0,0,0,10.38,9.34,11.33,10.11,11.33,10.11,-0.028,0
6/15/2021 0:00,109853,10.35,10.65,9.92,95.4,95.6,94.9,0.001,0.001,279.4,0,0,0,9.98,9.21,10.65,9.92,10.65,9.92,-0.028,0
6/15/2021 1:00,109854,10.12,10.52,9.77,95.8,96.3,95.4,0.001,0.001,279.3,0,0,0,9.85,9.18,10.52,9.77,10.52,9.77,-0.028,0
6/15/2021 2:00,109855,9.81,10.01,9.53,96.3,96.6,96,0.001,0.001,279.3,0,0,0,9.47,9.01,10.01,9.53,10.01,9.53,-0.028,0
6/15/2021 3:00,109856,9.63,9.89,9.37,96.6,96.9,96.4,0.001,0.001,279.2,0,0,0,9.41,8.88,9.89,9.37,9.89,9.37,-0.028,0
6/15/2021 4:00,109857,9.36,9.5,9.23,96.9,97.1,96.7,0.001,0.001,279.2,0.034,0.406,0,9.06,8.78,9.5,9.23,9.5,9.23,2.027,0
6/15/2021 5:00,109858,9.4,9.67,9.23,97,97.2,96.8,0.001,0.001,279.1,29.77,80.7,0,9.24,8.77,9.67,9.23,9.67,9.23,3286,0.108
6/15/2021 6:00,109859,10.62,11.51,9.6,96.5,97.1,95.7,0.001,0.001,278.4,141.1,235.5,0,10.96,9.15,11.51,9.6,11.51,9.6,7999,0.629
6/15/2021 7:00,109860,12.07,13.27,11.29,94.4,96.1,87.9,0.001,0.001,278.1,220.4,428.5,0,11.72,10.65,13.27,11.29,13.27,11.29,7999,1.21
6/15/2021 8:00,109861,13.93,14.24,13.23,81.9,88,76.8,3.637,0.048,279.6,252.4,446.4,0,11.4,10.06,14.24,13.23,14.24,13.23,7999,1.78
6/15/2021 9:00,109862,15.1,15.61,14.16,74.88,78.83,70.88,4.276,0.572,279,378.2,936,0,11.62,9.99,15.61,14.16,15.61,14.16,7999,2.299
6/15/2021 10:00,109863,15.31,15.61,14.39,74.74,80.7,72.4,3.957,0.221,279.2,196.9,289.5,0,11.61,10.39,15.61,14.39,15.61,14.39,7999,2.732
6/15/2021 11:00,109864,14.78,16,13.85,80,86.4,71.74,4.116,0.45,278,530.2,1333,0,12.3,10.77,16,13.85,16,13.85,7999,3.05
6/15/2021 12:00,109865,15.26,16.09,14.41,82.3,89.3,75.5,4.436,0.287,280.5,469.1,1256,0,13.83,11.36,16.09,14.41,16.09,14.41,7999,3.23
6/15/2021 13:00,109866,15.96,16.73,15.41,77.93,83.7,72.2,2.838,0.049,280.5,324.1,1291,0,12.98,11.28,16.73,15.41,16.73,15.41,7999,3.261
6/15/2021 14:00,109867,14.93,15.78,14.31,84.6,87.5,81.1,3.158,0.042,278.2,352.9,1168,0,13.43,11.87,15.78,14.31,15.78,14.31,7999,3.14
6/15/2021 15:00,109868,15.66,17.03,14.87,82.5,87.6,76.16,3.158,0.151,280.7,392.9,1214,0,13.65,11.94,17.03,14.87,17.03,14.87,7999,2.876
6/15/2021 16:00,109869,17.7,18.25,17,68.3,78.69,59.92,5.395,0.668,292.4,602.7,1100,0,13.85,10.2,18.25,17,18.25,17,7999,2.487
6/15/2021 17:00,109870,17.55,18.3,16.4,60.14,65.04,54.41,7.153,2.012,294.1,380.9,697.2,0.254,11.57,8.49,18.3,16.4,18.3,16.4,7999,1.998
6/15/2021 18:00,109871,17.17,17.9,16.32,61.94,68.32,55.85,4.596,0.107,289.3,311.9,620.4,0,10.93,8.86,17.9,16.32,17.9,16.32,7999,1.444
6/15/2021 19:00,109872,17.27,18.05,15.92,59.69,64.85,55.85,0.92,0.003,292.5,180,339.4,0,10.96,8.85,18.05,15.92,18.05,15.92,7999,0.863
6/15/2021 20:00,109873,15.09,15.98,14.33,68.8,73.34,63.47,4.756,0.523,283.5,32.03,141.4,0,9.82,8.92,15.98,14.33,15.98,14.33,3888,0.293
6/15/2021 21:00,109874,13.56,14.57,12.27,77.12,84.4,70.55,0.001,0.001,283.5,2.166,10.35,0,9.94,9.16,14.57,12.27,14.57,12.27,147.3,0
6/15/2021 22:00,109875,11.45,12.34,10.82,88.6,91.6,84.3,0.001,0.001,283.5,0,0,0,9.84,9.47,12.34,10.82,12.34,10.82,-0.029,0
6/15/2021 23:00,109876,10.43,10.92,9.97,93,94.2,91.5,0.001,0.001,283.5,0,0,0,9.64,9.05,10.92,9.97,10.92,9.97,-0.028,0
6/16/2021 0:00,109877,9.9,10.14,9.67,94.8,95.3,94,0.001,0.001,283.5,0,0,0,9.38,8.87,10.14,9.67,10.14,9.67,-0.028,0
6/16/2021 1:00,109878,10.38,10.65,9.84,95,95.2,94.7,0.001,0.001,283.4,0,0,0,9.89,9.08,10.65,9.84,10.65,9.84,-0.028,0
6/16/2021 2:00,109879,10.18,10.55,9.77,95,95.6,94.6,0.001,0.001,283.3,0,0,0,9.78,9.08,10.55,9.77,10.55,9.77,-0.028,0
6/16/2021 3:00,109880,9.44,9.87,9.03,96,96.4,95.4,0.001,0.001,283.3,0,0,0,9.19,8.47,9.87,9.03,9.87,9.03,-0.028,0
6/16/2021 4:00,109881,8.85,9.11,8.59,96.6,97,96.2,0.001,0.001,283.3,0.068,0.812,0,8.57,8.1,9.11,8.59,9.11,8.59,4.108,0
6/16/2021 5:00,109882,8.55,8.72,8.38,97.1,97.3,96.8,1.08,0.025,283,13.45,29.82,0,8.3,7.948,8.72,8.38,8.72,8.38,1447,0.108
6/16/2021 6:00,109883,9.32,10.35,8.52,96.7,97.4,95.5,0.001,0.001,282.7,102.2,177.5,0,9.78,8.08,10.35,8.52,10.35,8.52,7999,0.628
6/16/2021 7:00,109884,10.61,11.48,9.7,95.9,96.3,95.3,0.441,0.002,282.2,90,132.5,0,10.79,9.1,11.48,9.7,11.48,9.7,7999,1.21
6/16/2021 8:00,109885,11.98,12.47,11.39,93.2,95.5,88.6,0.601,0.002,282.9,173.1,343.1,0,11.33,10.52,12.47,11.39,12.47,11.39,7999,1.779
6/16/2021 9:00,109886,13.74,14.77,12.4,79.46,89.2,73.42,2.998,0.149,277.3,499.7,869,0,11.15,9.66,14.77,12.4,14.77,12.4,7999,2.299
6/16/2021 10:00,109887,14.3,14.83,13.71,75.95,79.61,71.91,2.678,0.046,278.8,535,684.9,0,10.75,9.54,14.83,13.71,14.83,13.71,7999,2.732
6/16/2021 11:00,109888,15.85,16.83,14.73,67.03,74.31,61.02,2.359,0.058,275,716.4,1014,0,10.8,8.94,16.83,14.73,16.83,14.73,7999,3.05
6/16/2021 12:00,109889,16.81,17.72,16.2,60.03,66.42,55.32,5.235,0.666,277.1,911,1028,0,10.42,8.21,17.72,16.2,17.72,16.2,7999,3.23
6/16/2021 13:00,109890,18.29,19.33,17.49,52.97,60.23,49.72,5.395,1.725,281,936,941,0,9.97,7.611,19.33,17.49,19.33,17.49,7999,3.262
6/16/2021 14:00,109891,19.49,20.35,18.67,50.41,56,46.71,5.714,2.202,284.4,900,927,0,10.4,8.2,20.35,18.67,20.35,18.67,7999,3.141
6/16/2021 15:00,109892,20.5,21.2,19.43,47.06,54,43.95,5.235,1.313,285.1,816,865,0,10.58,8.28,21.2,19.43,21.2,19.43,7999,2.878
6/16/2021 16:00,109893,21.38,21.91,20.91,43.81,49.26,40.83,6.034,0.945,285.4,693.6,762.1,0,10.43,7.743,21.91,20.91,21.91,20.91,7999,2.489
6/16/2021 17:00,109894,21.79,22.35,21.37,43.02,48.56,40.74,4.756,1.607,288.1,539.8,621.9,0,10.55,7.885,22.35,21.37,22.35,21.37,7999,2.001
6/16/2021 18:00,109895,21.48,21.73,21.24,44.57,48.99,42.05,4.436,1.181,286.4,368.3,456.2,0,10.43,8.15,21.73,21.24,21.73,21.24,7999,1.448
6/16/2021 19:00,109896,21.15,21.55,20.84,46.36,50.79,44.25,3.317,0.972,283.8,200.6,280.9,0,10.59,8.49,21.55,20.84,21.55,20.84,7999,0.866
6/16/2021 20:00,109897,19.16,20.99,16.68,55.34,67.41,45.69,2.039,0.027,283.6,45.46,125.6,0,11.14,8.49,20.99,16.68,20.99,16.68,6222,0.297
6/16/2021 21:00,109898,14.95,16.68,13.66,72.49,79.59,65.03,0.001,0.001,284,2.052,8.72,0,10.45,9.51,16.68,13.66,16.68,13.66,143.9,0.001
6/16/2021 22:00,109899,12.75,13.69,11.97,83,85.8,79.11,0.001,0.001,284.3,0,0,0,10.28,9.63,13.69,11.97,13.69,11.97,-0.03,0
6/16/2021 23:00,109900,11.52,12.11,10.85,86.5,89.3,83.6,0.001,0.001,284.5,0,0,0,9.71,9.05,12.11,10.85,12.11,10.85,-0.029,0
6/17/2021 0:00,109901,10.49,11.02,9.81,91.1,92.9,89.1,0.001,0.001,284.5,0,0,0,9.37,8.68,11.02,9.81,11.02,9.81,-0.029,0
6/17/2021 1:00,109902,9.71,9.97,9.4,94,95,92.7,0.001,0.001,284.6,0,0,0,9.05,8.56,9.97,9.4,9.97,9.4,-0.028,0
6/17/2021 2:00,109903,9.12,9.53,8.74,95.3,96.1,94.6,0.001,0.001,284.6,0,0,0,8.76,8.11,9.53,8.74,9.53,8.74,-0.027,0
6/17/2021 3:00,109904,8.73,8.92,8.59,96.3,96.7,95.7,0.001,0.001,284.6,0,0,0,8.35,8.03,8.92,8.59,8.92,8.59,-0.027,0
6/17/2021 4:00,109905,8.34,8.69,8.04,96.8,97.3,96.4,0.001,0.001,284.6,0.077,0.812,0,8.19,7.578,8.69,8.04,8.69,8.04,4.554,0
6/17/2021 5:00,109906,8.15,8.3,7.909,97.2,97.5,97,0.001,0.001,284.5,8.97,19.68,0,7.901,7.5,8.3,7.909,8.3,7.909,957,0.108
6/17/2021 6:00,109907,9.42,11.01,8.15,96.6,97.7,94.5,0.001,0.001,280.3,125.1,208,0,10.31,7.737,11.01,8.15,11.01,8.15,7999,0.628
6/17/2021 7:00,109908,13.57,15.11,10.95,80.9,94.7,69.44,0.001,0.001,272.6,283.3,362.1,0,11.05,8.67,15.11,10.95,15.11,10.95,7999,1.209
6/17/2021 8:00,109909,15.23,16.25,14.43,69.35,74.4,62.67,2.359,0.204,272.3,446.3,530.7,0,10.71,8.53,16.25,14.43,16.25,14.43,7999,1.778
6/17/2021 9:00,109910,16.67,17.54,15.71,60.87,65.76,58.01,2.838,0.352,272.2,609,683.8,0,9.88,8.5,17.54,15.71,17.54,15.71,7999,2.298
6/17/2021 10:00,109911,18.41,18.96,17.47,54.92,62.71,51.31,2.838,0.127,275.1,751.1,812,0,10.67,8.3,18.96,17.47,18.96,17.47,7999,2.731
6/17/2021 11:00,109912,20.07,20.84,18.88,49.28,55.29,39.53,0.001,0.001,281.6,857,897,0,10.99,6.261,20.84,18.88,20.84,18.88,7999,3.049
6/17/2021 12:00,109913,21.51,22.25,20.32,42,51.78,39.14,4.116,0.885,280.1,922,938,0,10.89,6.516,22.25,20.32,22.25,20.32,7999,3.23
6/17/2021 13:00,109914,22.24,23.18,21.61,41.39,48.53,38.17,4.596,1.145,283.7,934,940,0,10.4,7.812,23.18,21.61,23.18,21.61,7999,3.262
6/17/2021 14:00,109915,23.04,23.89,22.45,39.65,48.02,34.89,4.756,1.894,284.1,895,923,0,11.35,7.339,23.89,22.45,23.89,22.45,7999,3.142
6/17/2021 15:00,109916,24.22,24.72,23.72,34.3,40.96,32.17,5.075,1.726,284.9,812,862,0,10.23,6.751,24.72,23.72,24.72,23.72,7999,2.879
6/17/2021 16:00,109917,24.88,25.45,24.35,32.1,39.24,29.12,1.879,0.043,285.9,689.9,766.9,0,10.13,5.835,25.45,24.35,25.45,24.35,7999,2.491
6/17/2021 17:00,109918,25.26,25.69,24.76,31.29,37.72,27.53,4.276,1.12,284.1,523.7,621.3,0,9.75,5.201,25.69,24.76,25.69,24.76,7999,2.004
6/17/2021 18:00,109919,25.14,25.53,24.69,32.29,35.65,30.12,3.158,0.261,283.4,364.8,526.5,0,9.03,6.631,25.53,24.69,25.53,24.69,7999,1.451
6/17/2021 19:00,109920,23.35,25.5,21.73,38.89,43.73,31.98,5.235,1.232,284.1,138.4,278.1,0,10,7.293,25.5,21.73,25.5,21.73,7999,0.869
6/17/2021 20:00,109921,20.66,21.8,19.56,42.92,46.7,38.92,5.075,1.745,285.9,40.06,109.7,0,8.2,6.878,21.8,19.56,21.8,19.56,5038,0.3
6/17/2021 21:00,109922,19,19.71,18.16,44.8,48.58,41.6,4.276,0.806,283.3,1.883,10.75,0,8.08,5.521,19.71,18.16,19.71,18.16,115.9,0.001
6/17/2021 22:00,109923,16.54,18.26,15.57,55.36,59.5,45.67,0.001,0.001,282.9,0,0,0,8.74,6.171,18.26,15.57,18.26,15.57,-0.037,0
6/17/2021 23:00,109924,15.15,15.99,14.21,60.88,65.72,57.48,0.001,0.001,283,0,0,0,8.06,7.273,15.99,14.21,15.99,14.21,-0.035,0
6/18/2021 0:00,109925,13.23,14.43,12.11,71.3,77.03,64.9,0.001,0.001,283.3,0,0,0,8.37,7.807,14.43,12.11,14.43,12.11,-0.032,0
6/18/2021 1:00,109926,11.25,12.18,10.45,82.4,86.9,77.03,0.001,0.001,283.6,0,0,0,8.62,8.04,12.18,10.45,12.18,10.45,-0.03,0
6/18/2021 2:00,109927,10.06,10.62,9.64,89,90.9,86.6,0.001,0.001,283.7,0,0,0,8.56,8.14,10.62,9.64,10.62,9.64,-0.029,0
6/18/2021 3:00,109928,9.21,9.74,8.82,92.5,94,90.6,0.001,0.001,283.7,0,0,0,8.31,7.882,9.74,8.82,9.74,8.82,-0.028,0
6/18/2021 4:00,109929,9.23,9.97,8.52,94.3,95.3,93.6,0.001,0.001,283.7,0.052,0.812,0,9.04,7.695,9.97,8.52,9.97,8.52,3.136,0
6/18/2021 5:00,109930,9.53,10.21,8.89,93.4,94.5,92.3,0.001,0.001,283.6,9.29,20.08,0,9.15,7.995,10.21,8.89,10.21,8.89,1030,0.108
6/18/2021 6:00,109931,10.27,12.85,8.92,92.7,94.8,84.1,0.001,0.001,283.3,123.4,205.1,0,10.66,8.08,12.85,8.92,12.85,8.92,7999,0.627
6/18/2021 7:00,109932,13.52,14.02,12.85,76.78,84.3,73.59,0.001,0.001,282,276.7,358.9,0,10.56,9.11,14.02,12.85,14.02,12.85,7999,1.208
6/18/2021 8:00,109933,14.81,16.09,13.72,71.14,77.55,62.45,2.518,0.028,270.8,442.7,525.9,0,10.49,8.61,16.09,13.72,16.09,13.72,7999,1.777
6/18/2021 9:00,109934,15.67,16.15,15.21,65.1,69.62,62.69,3.797,0.097,272.2,602.4,676,0,10.02,8.68,16.15,15.21,16.15,15.21,7999,2.296
6/18/2021 10:00,109935,16.45,17.54,15.78,62.29,67.02,57.17,4.276,0.856,276.1,752.1,876,0,10.07,8.76,17.54,15.78,17.54,15.78,7999,2.73
6/18/2021 11:00,109936,17.66,18.84,17.1,57.25,62.65,51.67,3.637,0.693,274.9,820,890,0,10.35,8.57,18.84,17.1,18.84,17.1,7999,3.048
6/18/2021 12:00,109937,19.52,20.63,18.5,49.91,54.98,45.05,3.477,0.278,279.6,909,928,0,10.33,8.06,20.63,18.5,20.63,18.5,7999,3.23
6/18/2021 13:00,109938,21,21.99,19.96,46.81,52.55,44.39,3.637,0.206,283.8,925,931,0,10.95,8.3,21.99,19.96,21.99,19.96,7999,3.262
6/18/2021 14:00,109939,22.49,23.37,21.62,43.39,48.9,39.44,4.116,0.156,284.6,890,916,0,11.41,8.48,23.37,21.62,23.37,21.62,7999,3.143
6/18/2021 15:00,109940,23.16,24.25,22.61,41.04,49.07,38.53,0.601,0.002,287.6,794.5,856,0,11.55,8.63,24.25,22.61,24.25,22.61,7999,2.881
6/18/2021 16:00,109941,23.57,23.94,23.03,40.99,45.13,38.26,5.714,1.529,289.1,679.6,743.4,0,11.26,8.65,23.94,23.03,23.94,23.03,7999,2.493
6/18/2021 17:00,109942,22.77,23.37,22.05,44.14,47.67,42.06,5.874,2.021,290.7,484.6,616.4,0,11.21,9.24,23.37,22.05,23.37,22.05,7999,2.006
6/18/2021 18:00,109943,21.45,22.18,21.03,48.22,51.28,44.18,6.833,3.04,292.1,323.2,396.9,0,10.94,9.26,22.18,21.03,22.18,21.03,7999,1.453
6/18/2021 19:00,109944,20.18,21.17,19.54,51.66,54.22,49.33,6.194,2.656,289.7,172.2,250.9,0,10.54,9.46,21.17,19.54,21.17,19.54,7999,0.872
6/18/2021 20:00,109945,18.24,19.64,16.94,58.25,63.84,52.74,6.194,1.953,285.7,43.36,114.2,0,10.28,9.37,19.64,16.94,19.64,16.94,5104,0.303
6/18/2021 21:00,109946,15.99,17.04,15.15,66.96,70.11,63.51,0.441,0.002,284.8,2.468,11.97,0,10.13,9.63,17.04,15.15,17.04,15.15,176.8,0.001
6/18/2021 22:00,109947,14.54,15.25,13.89,71.64,73.44,69.67,0.001,0.001,284.9,0,0,0,9.82,9.21,15.25,13.89,15.25,13.89,-0.033,0
6/18/2021 23:00,109948,13.36,13.99,12.71,75.95,78.95,73.26,0.001,0.001,285.1,0,0,0,9.34,9.07,13.99,12.71,13.99,12.71,-0.032,0
6/19/2021 0:00,109949,12.03,12.81,11.28,82.3,85.4,78.92,0.001,0.001,285.2,0,0,0,9.28,8.87,12.81,11.28,12.81,11.28,-0.03,0
